,age,gender,item,category,purchase_amt_usd,Location,size,color,season,review_rating,subscription_status,payment_method,shipping,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,region,age_category,rating_category
1581,65,Male,Sneakers,Footwear,71,North Dakota,L,Cyan,Summer,3.7,No,Credit Card,Standard,Yes,Yes,30,Cash,Annually,North,Senior Adult,Good
1582,69,Male,Jewelry,Accessories,77,Ohio,L,Teal,Fall,4.2,No,PayPal,Free Shipping,Yes,Yes,46,Cash,Quarterly,Midwest,Senior Adult,Very Good
1583,28,Male,Belt,Accessories,41,Hawaii,L,Red,Spring,2.5,No,Cash,Next Day Air,Yes,Yes,39,Cash,Monthly,West,Adult,Pass
1584,37,Male,Scarf,Accessories,92,Maryland,XL,Yellow,Summer,4.3,No,Cash,Next Day Air,Yes,Yes,8,Venmo,Annually,Northeast,Adult,Very Good
1585,41,Male,Blouse,Clothing,95,Hawaii,S,Silver,Spring,3.1,No,Venmo,Store Pickup,Yes,Yes,46,Credit Card,Quarterly,West,Middle Age Adult,Good
1586,37,Male,Sweater,Clothing,25,Alabama,M,Charcoal,Fall,3.0,No,Cash,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly,South,Adult,Good
1587,25,Male,Boots,Footwear,77,Oklahoma,M,Purple,Fall,4.0,No,Debit Card,Express,Yes,Yes,21,Bank Transfer,Weekly,Southwest,Adult,Very Good
1588,41,Male,Socks,Clothing,99,Alabama,M,Beige,Summer,3.5,No,Venmo,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,South,Middle Age Adult,Good
1589,48,Male,Belt,Accessories,24,Vermont,L,Cyan,Winter,3.2,No,Cash,Next Day Air,Yes,Yes,3,Venmo,Monthly,Northeast,Middle Age Adult,Good
1590,42,Male,Sneakers,Footwear,72,Ohio,M,Silver,Summer,2.7,No,Venmo,Store Pickup,Yes,Yes,48,Cash,Weekly,Midwest,Middle Age Adult,Pass
1591,54,Male,Jeans,Clothing,80,Wisconsin,S,Pink,Winter,3.0,No,Cash,Free Shipping,Yes,Yes,8,PayPal,Annually,Midwest,Middle Age Adult,Good
1592,18,Male,Skirt,Clothing,100,South Dakota,L,Gold,Winter,2.9,No,Bank Transfer,Next Day Air,Yes,Yes,24,PayPal,Annually,North,Teen,Pass
1593,56,Male,Shoes,Footwear,83,Iowa,M,Cyan,Summer,3.3,No,Credit Card,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly,Central,Middle Age Adult,Good
1594,61,Male,Dress,Clothing,95,Maryland,M,Black,Spring,4.9,No,PayPal,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly,Northeast,Senior Adult,Very Good
1595,40,Male,Handbag,Accessories,41,Colorado,XL,Charcoal,Summer,3.7,No,Bank Transfer,Store Pickup,Yes,Yes,3,Cash,Fortnightly,West,Middle Age Adult,Good
1596,34,Male,Backpack,Accessories,35,Wisconsin,S,Magenta,Spring,3.5,No,Cash,Standard,Yes,Yes,45,Debit Card,Fortnightly,Midwest,Adult,Good
1597,42,Male,Jewelry,Accessories,30,Mississippi,S,Pink,Fall,4.7,No,Bank Transfer,Store Pickup,Yes,Yes,15,Debit Card,Monthly,South,Middle Age Adult,Very Good
1598,43,Male,Hat,Accessories,21,Mississippi,XL,Maroon,Winter,2.6,No,Debit Card,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly,South,Middle Age Adult,Pass
1599,47,Male,Jewelry,Accessories,85,California,M,Teal,Fall,4.1,No,Credit Card,Express,Yes,Yes,21,Venmo,Bi-Weekly,West,Middle Age Adult,Very Good
1600,48,Male,Shirt,Clothing,54,Delaware,M,Orange,Winter,2.8,No,Venmo,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly,Northeast,Middle Age Adult,Pass
1601,20,Male,Boots,Footwear,26,Montana,S,Yellow,Spring,4.7,No,PayPal,Next Day Air,Yes,Yes,24,PayPal,Weekly,West,Adult,Very Good
1602,65,Male,Shirt,Clothing,59,Indiana,XL,Red,Spring,2.9,No,Venmo,Store Pickup,Yes,Yes,33,Credit Card,Monthly,Midwest,Senior Adult,Pass
1603,54,Male,Sunglasses,Accessories,48,West Virginia,S,Charcoal,Winter,2.8,No,Credit Card,Free Shipping,Yes,Yes,13,Venmo,Fortnightly,South,Middle Age Adult,Pass
1604,23,Male,Shorts,Clothing,98,Iowa,L,Black,Summer,4.3,No,Debit Card,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly,Central,Adult,Very Good
1605,18,Male,Sweater,Clothing,92,Maine,M,White,Summer,4.8,No,Venmo,2-Day Shipping,Yes,Yes,25,Credit Card,Quarterly,Northeast,Teen,Very Good
1606,70,Male,Belt,Accessories,46,Connecticut,M,Lavender,Winter,3.4,No,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Bi-Weekly,Northeast,Senior Adult,Good
1607,55,Male,T-shirt,Clothing,21,Kansas,S,White,Spring,4.3,No,Debit Card,Standard,Yes,Yes,4,PayPal,Fortnightly,Central,Middle Age Adult,Very Good
1608,49,Male,Shorts,Clothing,72,Vermont,S,Gray,Fall,2.7,No,Venmo,Free Shipping,Yes,Yes,43,Debit Card,Quarterly,Northeast,Middle Age Adult,Pass
1609,26,Male,Sandals,Footwear,58,Nebraska,XL,Cyan,Fall,4.6,No,Cash,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly,Central,Adult,Very Good
1610,33,Male,Shirt,Clothing,93,Nevada,S,Brown,Fall,4.1,No,Credit Card,Standard,Yes,Yes,3,Venmo,Monthly,West,Adult,Very Good
1611,20,Male,Socks,Clothing,31,Tennessee,L,Purple,Spring,3.4,No,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Annually,South,Adult,Good
1612,41,Male,Pants,Clothing,26,Arkansas,L,Yellow,Winter,4.5,No,PayPal,Next Day Air,Yes,Yes,6,Debit Card,Monthly,South,Middle Age Adult,Very Good
1613,18,Male,Skirt,Clothing,68,Wisconsin,M,Indigo,Summer,4.4,No,Bank Transfer,Standard,Yes,Yes,26,Venmo,Monthly,Midwest,Teen,Very Good
1614,26,Male,Jewelry,Accessories,31,Illinois,S,Black,Summer,4.0,No,Credit Card,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly,Midwest,Adult,Very Good
1615,30,Male,T-shirt,Clothing,41,Kansas,S,Gray,Summer,3.4,No,Cash,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly,Central,Adult,Good
1616,64,Male,Jewelry,Accessories,62,New York,M,Indigo,Fall,3.2,No,PayPal,Standard,Yes,Yes,45,Cash,Bi-Weekly,Northeast,Senior Adult,Good
1617,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,No,Bank Transfer,Standard,Yes,Yes,50,Cash,Quarterly,West,Adult,Good
1618,43,Male,Blouse,Clothing,64,Wisconsin,M,Peach,Winter,4.3,No,PayPal,Standard,Yes,Yes,50,Credit Card,Fortnightly,Midwest,Middle Age Adult,Very Good
1619,63,Male,Sandals,Footwear,72,Michigan,L,Purple,Summer,5.0,No,Venmo,Standard,Yes,Yes,39,Debit Card,Quarterly,Midwest,Senior Adult,
1620,57,Male,Handbag,Accessories,78,Hawaii,L,Beige,Winter,3.5,No,Cash,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly,West,Middle Age Adult,Good
1621,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Quarterly,South,Adult,Good
1622,68,Male,Scarf,Accessories,46,Ohio,L,Gray,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly,Midwest,Senior Adult,Good
1623,31,Male,Shorts,Clothing,43,Missouri,S,Brown,Winter,4.0,No,PayPal,Store Pickup,Yes,Yes,37,Bank Transfer,Quarterly,Central,Adult,Very Good
1624,64,Male,Backpack,Accessories,58,Indiana,M,Cyan,Summer,3.5,No,Venmo,Next Day Air,Yes,Yes,50,Debit Card,Annually,Midwest,Senior Adult,Good
1625,38,Male,Sweater,Clothing,32,Florida,M,White,Winter,3.6,No,Venmo,Free Shipping,Yes,Yes,40,PayPal,Quarterly,South,Adult,Good
1626,34,Male,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3.0,No,PayPal,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly,North,Adult,Good
1627,32,Male,Sneakers,Footwear,35,Nevada,L,Orange,Summer,2.6,No,Bank Transfer,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,West,Adult,Pass
1628,69,Male,Sunglasses,Accessories,21,Maine,M,Olive,Winter,2.9,No,Venmo,Next Day Air,Yes,Yes,8,Credit Card,Annually,Northeast,Senior Adult,Pass
1629,45,Male,Dress,Clothing,64,Massachusetts,S,Teal,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,7,Cash,Monthly,Northeast,Middle Age Adult,Good
1630,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Credit Card,Next Day Air,Yes,Yes,13,Venmo,Quarterly,North,Adult,Good
1631,63,Male,Shoes,Footwear,48,New Jersey,M,Gold,Summer,2.9,No,Debit Card,Store Pickup,Yes,Yes,29,Venmo,Quarterly,Northeast,Senior Adult,Pass
1632,65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly,Midwest,Senior Adult,Good
1633,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50,Debit Card,Quarterly,West,Adult,Very Good
1634,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly,North,Middle Age Adult,Very Good
1635,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Debit Card,Store Pickup,Yes,Yes,30,Cash,Quarterly,South,Adult,Good
1636,68,Male,Sunglasses,Accessories,24,North Carolina,L,Violet,Summer,3.2,No,Cash,Standard,Yes,Yes,40,Cash,Annually,South,Senior Adult,Good
1637,58,Male,Boots,Footwear,22,North Dakota,L,Green,Fall,4.0,No,Credit Card,Free Shipping,Yes,Yes,49,Cash,Fortnightly,North,Middle Age Adult,Very Good
1638,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,No,Bank Transfer,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,Northeast,Adult,Good
1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,PayPal,Free Shipping,Yes,Yes,18,Venmo,Weekly,South,Senior Adult,Very Good
1640,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,50,PayPal,Annually,Central,Middle Age Adult,Good
1641,65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4.0,No,Debit Card,2-Day Shipping,Yes,Yes,13,PayPal,Weekly,South,Senior Adult,Very Good
1642,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,1,Bank Transfer,Quarterly,West,Middle Age Adult,Good
1643,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,16,PayPal,Fortnightly,South,Teen,Very Good
1644,38,Male,Scarf,Accessories,77,Ohio,L,Pink,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,6,PayPal,Monthly,Midwest,Adult,Good
1645,68,Male,Coat,Outerwear,90,North Carolina,S,Beige,Summer,3.9,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Monthly,South,Senior Adult,Good
1646,53,Male,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,No,Bank Transfer,Standard,Yes,Yes,36,Venmo,Quarterly,Midwest,Middle Age Adult,Pass
1647,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,No,Credit Card,Standard,Yes,Yes,20,Bank Transfer,Quarterly,Central,Middle Age Adult,Good
1648,34,Male,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,8,Debit Card,Quarterly,West,Adult,Very Good
1649,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly,Southwest,Adult,Pass
1650,58,Male,T-shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3,Credit Card,Quarterly,Midwest,Middle Age Adult,Very Good
1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,No,Venmo,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly,South,Senior Adult,Good
1652,59,Male,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,42,Debit Card,Monthly,Southwest,Middle Age Adult,Good
1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4.0,No,Cash,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,Southwest,Senior Adult,Very Good
1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3.0,No,Venmo,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly,West,Adult,Good
1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,No,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Quarterly,Midwest,Middle Age Adult,Pass
1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4,PayPal,Monthly,West,Adult,Good
1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,41,PayPal,Quarterly,Midwest,Adult,Pass
1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly,Midwest,Senior Adult,Good
1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,47,Cash,Weekly,West,Adult,Very Good
1660,53,Male,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,Yes,44,Venmo,Annually,West,Middle Age Adult,Good
1661,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,No,Venmo,Standard,Yes,Yes,37,Venmo,Monthly,South,Middle Age Adult,Very Good
1662,64,Male,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,No,Credit Card,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly,Central,Senior Adult,Pass
1663,63,Male,Sunglasses,Accessories,24,New Mexico,M,Olive,Winter,4.6,No,Debit Card,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly,Southwest,Senior Adult,Very Good
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1,Cash,Bi-Weekly,Northeast,Middle Age Adult,Good
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,No,PayPal,Next Day Air,Yes,Yes,35,PayPal,Weekly,North,Teen,
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly,Southwest,Middle Age Adult,Good
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,47,PayPal,Annually,South,Middle Age Adult,Good
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,24,Bank Transfer,Quarterly,Southwest,Middle Age Adult,Good
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,No,Credit Card,Standard,Yes,Yes,28,Debit Card,Fortnightly,West,Senior Adult,Very Good
1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly,Midwest,Middle Age Adult,Pass
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,20,Cash,Weekly,West,Adult,Good
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,No,PayPal,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly,West,Adult,Very Good
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Debit Card,Free Shipping,Yes,Yes,15,Venmo,Quarterly,South,Teen,Good
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,West,Adult,Good
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,No,PayPal,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly,West,Adult,Good
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,21,Credit Card,Annually,West,Adult,Very Good
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,South,Adult,Good
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,PayPal,Next Day Air,No,No,41,Debit Card,Weekly,West,Senior Adult,Good
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,30,Venmo,Fortnightly,Midwest,Middle Age Adult,Very Good
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24,Debit Card,Bi-Weekly,Northeast,Senior Adult,Very Good
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Credit Card,Store Pickup,No,No,6,Credit Card,Annually,South,Senior Adult,Good
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,No,Cash,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly,South,Adult,Good
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,Venmo,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly,Northeast,Senior Adult,Very Good
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Debit Card,Next Day Air,No,No,37,Venmo,Quarterly,South,Adult,Good
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Cash,Standard,No,No,28,PayPal,Weekly,Southwest,Adult,Very Good
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,43,PayPal,Bi-Weekly,North,Adult,Very Good
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,No,Credit Card,Store Pickup,No,No,25,Cash,Annually,Midwest,Adult,Very Good
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,4,PayPal,Annually,South,Senior Adult,Good
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,No,Credit Card,Next Day Air,No,No,13,Venmo,Fortnightly,South,Adult,Good
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Monthly,South,Adult,Very Good
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Cash,Free Shipping,No,No,1,Cash,Annually,West,Middle Age Adult,Good
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4,Cash,Annually,Northeast,Senior Adult,Good
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,No,Debit Card,Standard,No,No,33,Cash,Bi-Weekly,West,Middle Age Adult,Pass
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45,Bank Transfer,Fortnightly,South,Senior Adult,Very Good
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20,Debit Card,Fortnightly,South,Adult,Pass
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,1,PayPal,Fortnightly,Central,Middle Age Adult,Very Good
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,7,Credit Card,Bi-Weekly,South,Adult,Very Good
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48,Credit Card,Quarterly,South,Adult,Good
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,No,Credit Card,Standard,No,No,46,Bank Transfer,Quarterly,Central,Adult,Very Good
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,34,Debit Card,Annually,North,Adult,Very Good
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Credit Card,Express,No,No,36,Bank Transfer,Monthly,South,Senior Adult,Very Good
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,No,PayPal,Next Day Air,No,No,44,Debit Card,Quarterly,South,Senior Adult,Good
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,No,Debit Card,Express,No,No,48,Bank Transfer,Weekly,South,Middle Age Adult,
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,No,Venmo,Next Day Air,No,No,12,Bank Transfer,Annually,West,Adult,Very Good
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Bank Transfer,Store Pickup,No,No,19,Cash,Quarterly,West,Middle Age Adult,Good
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,No,Venmo,2-Day Shipping,No,No,49,Venmo,Bi-Weekly,North,Adult,Good
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,No,Credit Card,Standard,No,No,25,Venmo,Fortnightly,North,Adult,Good
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,25,Cash,Bi-Weekly,West,Adult,Very Good
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,No,Bank Transfer,Express,No,No,1,Credit Card,Quarterly,South,Adult,Good
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Venmo,Standard,No,No,19,Bank Transfer,Annually,Midwest,Middle Age Adult,Good
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Debit Card,Store Pickup,No,No,7,Credit Card,Quarterly,South,Teen,Good
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly,South,Adult,Very Good
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Fortnightly,Midwest,Senior Adult,Good
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Venmo,Free Shipping,No,No,37,PayPal,Quarterly,Central,Middle Age Adult,Very Good
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Bank Transfer,Standard,No,No,15,Cash,Monthly,North,Adult,Very Good
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,PayPal,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,West,Adult,Good
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Venmo,Standard,No,No,30,Cash,Quarterly,Northeast,Senior Adult,Very Good
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Cash,Express,No,No,16,Debit Card,Bi-Weekly,West,Adult,Pass
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,Cash,2-Day Shipping,No,No,14,PayPal,Quarterly,Northeast,Middle Age Adult,Good
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Venmo,Free Shipping,No,No,8,Venmo,Quarterly,Northeast,Middle Age Adult,Good
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Cash,Express,No,No,40,Debit Card,Bi-Weekly,Northeast,Adult,Pass
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Venmo,Free Shipping,No,No,24,Credit Card,Monthly,Northeast,Adult,Very Good
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Cash,Standard,No,No,14,Cash,Fortnightly,Northeast,Middle Age Adult,Good
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Bank Transfer,Standard,No,No,39,PayPal,Annually,Northeast,Senior Adult,Good
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,PayPal,Free Shipping,No,No,21,PayPal,Weekly,Northeast,Middle Age Adult,Good
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,No,Cash,Next Day Air,No,No,32,Venmo,Quarterly,Northeast,Middle Age Adult,Good
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,No,Credit Card,Express,No,No,45,Debit Card,Weekly,Midwest,Middle Age Adult,Pass
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,No,Credit Card,Express,No,No,19,PayPal,Monthly,South,Middle Age Adult,Very Good
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,No,Debit Card,Express,No,No,1,Debit Card,Quarterly,West,Adult,Very Good
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Venmo,Store Pickup,No,No,12,Venmo,Fortnightly,Midwest,Middle Age Adult,Good
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Cash,Free Shipping,No,No,26,Credit Card,Weekly,South,Adult,Very Good
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Debit Card,Next Day Air,No,No,12,Cash,Monthly,West,Adult,Good
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Cash,Free Shipping,No,No,36,Cash,Quarterly,Northeast,Middle Age Adult,Pass
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Bank Transfer,Express,No,No,22,Credit Card,Annually,Northeast,Senior Adult,Good
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Credit Card,Next Day Air,No,No,16,PayPal,Quarterly,Central,Adult,Good
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Debit Card,Express,No,No,31,Venmo,Annually,Southwest,Middle Age Adult,Good
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,Cash,2-Day Shipping,No,No,43,Cash,Quarterly,South,Middle Age Adult,Pass
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Bank Transfer,Store Pickup,No,No,50,Venmo,Bi-Weekly,Midwest,Middle Age Adult,Very Good
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,No,PayPal,2-Day Shipping,No,No,37,Credit Card,Weekly,South,Senior Adult,Pass
